Student_ID,Name,Department,Semester,Gender,Subject,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Attendance_Percentage,Leaves_Taken,Internal_Marks,Distance_KM,Monthly_Attendance,Trend,Risk_Label
STU02453,Kavya Patel,Electrical,1,Female,Control Systems,48,19,39.58,52.0,14,32,13.3,39.58,declining,High Risk
STU02454,Isha Kapoor,Civil,3,Female,Surveying,63,27,42.86,52.91,16,26,45.0,42.86,declining,High Risk
STU02454,Isha Kapoor,Civil,3,Female,Concrete Technology,49,20,40.82,50.5,16,35,45.0,40.82,declining,High Risk
STU02454,Isha Kapoor,Civil,3,Female,Geotechnical Engg,47,22,46.81,59.31,11,29,45.0,46.81,declining,High Risk
STU02454,Isha Kapoor,Civil,3,Female,Transportation Engg,56,27,48.21,58.76,11,40,45.0,48.21,declining,High Risk
STU02455,Shreya Singh,Electrical,1,Female,Circuit Theory,63,25,39.68,39.64,16,41,8.7,39.68,stable,High Risk
STU02455,Shreya Singh,Electrical,1,Female,Power Systems,57,25,43.86,40.27,12,38,8.7,43.86,stable,High Risk
STU02455,Shreya Singh,Electrical,1,Female,Power Electronics,47,22,46.81,47.91,14,33,8.7,46.81,stable,High Risk
STU02455,Shreya Singh,Electrical,1,Female,Control Systems,64,26,40.62,45.39,16,31,8.7,40.62,stable,High Risk
STU02455,Shreya Singh,Electrical,1,Female,Electrical Machines,54,27,50.0,54.35,13,49,8.7,50.0,stable,High Risk
STU02456,Nisha Kumar,Information Technology,3,Female,Software Engineering,51,36,70.59,78.95,9,53,12.0,70.59,declining,High Risk
STU02456,Nisha Kumar,Information Technology,3,Female,Cyber Security,53,37,69.81,83.02,8,35,12.0,69.81,declining,High Risk
STU02456,Nisha Kumar,Information Technology,3,Female,Data Mining,60,42,70.0,80.59,7,52,12.0,70.0,declining,High Risk
STU02456,Nisha Kumar,Information Technology,3,Female,Web Technologies,55,41,74.55,84.38,7,68,12.0,74.55,declining,High Risk
STU02457,Ananya Singh,Computer Science,6,Female,Data Structures,58,44,75.86,86.78,7,53,0.5,75.86,declining,Medium Risk
STU02457,Ananya Singh,Computer Science,6,Female,Computer Networks,45,34,75.56,82.22,6,55,0.5,75.56,declining,Low Risk
STU02457,Ananya Singh,Computer Science,6,Female,AI & ML,49,32,65.31,76.82,9,49,0.5,65.31,declining,High Risk
STU02457,Ananya Singh,Computer Science,6,Female,Operating Systems,58,38,65.52,80.02,10,48,0.5,65.52,declining,High Risk
STU02457,Ananya Singh,Computer Science,6,Female,DBMS,58,40,68.97,86.9,7,55,0.5,68.97,declining,High Risk
STU02458,Aryan Verma,Computer Science,7,Male,AI & ML,51,26,50.98,49.97,12,39,10.8,50.98,stable,High Risk
STU02458,Aryan Verma,Computer Science,7,Male,Computer Networks,56,28,50.0,46.69,11,36,10.8,50.0,stable,High Risk
STU02458,Aryan Verma,Computer Science,7,Male,Data Structures,45,21,46.67,39.33,15,31,10.8,46.67,stable,High Risk
STU02458,Aryan Verma,Computer Science,7,Male,DBMS,47,23,48.94,54.47,15,47,10.8,48.94,stable,High Risk
STU02459,Vihaan Gupta,Civil,4,Male,Geotechnical Engg,56,44,78.57,67.43,4,61,12.1,78.57,improving,Low Risk
STU02459,Vihaan Gupta,Civil,4,Male,Concrete Technology,62,50,80.65,69.87,3,74,12.1,80.65,improving,Low Risk
STU02459,Vihaan Gupta,Civil,4,Male,Surveying,60,50,83.33,80.87,6,60,12.1,83.33,improving,Low Risk
STU02459,Vihaan Gupta,Civil,4,Male,Structural Analysis,53,40,75.47,64.3,6,59,12.1,75.47,improving,Low Risk
STU02460,Divya Kumar,Information Technology,6,Female,Cyber Security,47,29,61.7,67.54,10,49,36.5,61.7,declining,High Risk
STU02460,Divya Kumar,Information Technology,6,Female,Cloud Computing,59,34,57.63,65.74,10,56,36.5,57.63,declining,High Risk
STU02460,Divya Kumar,Information Technology,6,Female,Data Mining,60,33,55.0,67.55,11,43,36.5,55.0,declining,High Risk
STU02460,Divya Kumar,Information Technology,6,Female,Web Technologies,49,31,63.27,74.42,8,57,36.5,63.27,declining,High Risk
STU02460,Divya Kumar,Information Technology,6,Female,Software Engineering,59,36,61.02,68.2,8,49,36.5,61.02,declining,High Risk
STU02461,Manav Chatterjee,Information Technology,1,Male,Software Engineering,60,30,50.0,53.6,13,37,8.7,50.0,declining,High Risk
STU02461,Manav Chatterjee,Information Technology,1,Male,Cloud Computing,58,23,39.66,48.39,14,34,8.7,39.66,declining,High Risk
STU02461,Manav Chatterjee,Information Technology,1,Male,Data Mining,57,25,43.86,46.9,16,31,8.7,43.86,declining,High Risk
STU02461,Manav Chatterjee,Information Technology,1,Male,Cyber Security,55,23,41.82,53.25,14,45,8.7,41.82,declining,High Risk
STU02462,Karthik Patel,Computer Science,4,Male,DBMS,61,35,57.38,57.17,11,37,12.1,57.38,stable,High Risk
STU02462,Karthik Patel,Computer Science,4,Male,Computer Networks,51,34,66.67,63.64,8,57,12.1,66.67,stable,Medium Risk
STU02462,Karthik Patel,Computer Science,4,Male,Data Structures,62,39,62.9,65.42,10,55,12.1,62.9,stable,High Risk
STU02462,Karthik Patel,Computer Science,4,Male,AI & ML,61,41,67.21,66.26,7,46,12.1,67.21,stable,Medium Risk
STU02463,Meera Verma,Mechanical,7,Female,Machine Design,62,57,91.94,100.0,4,68,3.6,91.94,declining,Medium Risk
STU02463,Meera Verma,Mechanical,7,Female,Manufacturing Tech,50,50,100.0,100.0,0,71,3.6,100.0,declining,Low Risk
STU02463,Meera Verma,Mechanical,7,Female,Thermodynamics,55,47,85.45,95.29,4,54,3.6,85.45,declining,Medium Risk
STU02463,Meera Verma,Mechanical,7,Female,Fluid Mechanics,48,41,85.42,99.12,6,55,3.6,85.42,declining,Medium Risk
STU02464,Aditya Singh,Civil,4,Male,Transportation Engg,54,33,61.11,68.69,11,51,8.5,61.11,declining,High Risk
STU02464,Aditya Singh,Civil,4,Male,Concrete Technology,59,39,66.1,69.95,6,54,8.5,66.1,declining,Medium Risk
STU02464,Aditya Singh,Civil,4,Male,Surveying,62,40,64.52,70.37,8,57,8.5,64.52,declining,High Risk
STU02464,Aditya Singh,Civil,4,Male,Structural Analysis,59,40,67.8,72.75,10,43,8.5,67.8,declining,Medium Risk
STU02465,Rohan Nair,Computer Science,3,Male,Operating Systems,54,49,90.74,81.33,4,74,2.9,90.74,improving,Low Risk
STU02465,Rohan Nair,Computer Science,3,Male,DBMS,61,45,73.77,66.3,9,60,2.9,73.77,improving,Medium Risk
STU02465,Rohan Nair,Computer Science,3,Male,Data Structures,59,45,76.27,75.44,6,59,2.9,76.27,improving,Low Risk
STU02465,Rohan Nair,Computer Science,3,Male,Computer Networks,46,36,78.26,71.62,7,62,2.9,78.26,improving,Low Risk
STU02466,Ananya Joshi,Electrical,1,Female,Power Systems,45,41,91.11,80.29,1,68,10.0,91.11,improving,Low Risk
STU02466,Ananya Joshi,Electrical,1,Female,Control Systems,45,38,84.44,79.04,2,65,10.0,84.44,improving,Low Risk
STU02466,Ananya Joshi,Electrical,1,Female,Electrical Machines,64,52,81.25,70.13,7,56,10.0,81.25,improving,Low Risk
STU02466,Ananya Joshi,Electrical,1,Female,Circuit Theory,47,37,78.72,68.29,7,62,10.0,78.72,improving,Low Risk
STU02467,Yash Chatterjee,Civil,5,Male,Transportation Engg,59,45,76.27,76.82,5,63,21.8,76.27,stable,Low Risk
STU02467,Yash Chatterjee,Civil,5,Male,Surveying,52,38,73.08,72.05,5,61,21.8,73.08,stable,Medium Risk
STU02467,Yash Chatterjee,Civil,5,Male,Geotechnical Engg,60,43,71.67,75.09,7,48,21.8,71.67,stable,Medium Risk
STU02467,Yash Chatterjee,Civil,5,Male,Concrete Technology,56,36,64.29,66.99,8,61,21.8,64.29,stable,High Risk
STU02468,Aditya Singh,Civil,1,Male,Surveying,49,40,81.63,83.9,6,58,22.6,81.63,stable,Low Risk
STU02468,Aditya Singh,Civil,1,Male,Geotechnical Engg,56,40,71.43,67.02,9,51,22.6,71.43,stable,Medium Risk
STU02468,Aditya Singh,Civil,1,Male,Transportation Engg,57,48,84.21,79.65,4,68,22.6,84.21,stable,Low Risk
STU02468,Aditya Singh,Civil,1,Male,Concrete Technology,55,48,87.27,80.46,2,72,22.6,87.27,stable,Low Risk
STU02468,Aditya Singh,Civil,1,Male,Structural Analysis,55,41,74.55,72.89,5,61,22.6,74.55,stable,Medium Risk
STU02469,Manav Singh,Computer Science,2,Male,DBMS,46,39,84.78,96.91,2,72,6.9,84.78,declining,Medium Risk
STU02469,Manav Singh,Computer Science,2,Male,AI & ML,51,42,82.35,89.6,5,52,6.9,82.35,declining,Low Risk
STU02469,Manav Singh,Computer Science,2,Male,Computer Networks,57,45,78.95,90.28,5,67,6.9,78.95,declining,Medium Risk
STU02469,Manav Singh,Computer Science,2,Male,Data Structures,64,53,82.81,97.04,6,83,6.9,82.81,declining,Medium Risk
STU02469,Manav Singh,Computer Science,2,Male,Operating Systems,52,48,92.31,100.0,1,73,6.9,92.31,declining,Low Risk
STU02470,Isha Reddy,Computer Science,2,Female,Computer Networks,51,40,78.43,78.37,3,62,18.3,78.43,stable,Low Risk
STU02470,Isha Reddy,Computer Science,2,Female,Operating Systems,58,46,79.31,86.14,7,72,18.3,79.31,stable,Low Risk
STU02470,Isha Reddy,Computer Science,2,Female,Data Structures,64,50,78.12,73.59,5,59,18.3,78.12,stable,Low Risk
STU02470,Isha Reddy,Computer Science,2,Female,DBMS,46,32,69.57,66.62,6,59,18.3,69.57,stable,Medium Risk
STU02470,Isha Reddy,Computer Science,2,Female,AI & ML,58,46,79.31,79.65,4,74,18.3,79.31,stable,Low Risk
STU02471,Varun Rao,Information Technology,6,Male,Cyber Security,60,42,70.0,68.82,9,49,22.9,70.0,stable,Medium Risk
STU02471,Varun Rao,Information Technology,6,Male,Data Mining,56,41,73.21,73.68,7,51,22.9,73.21,stable,Medium Risk
STU02471,Varun Rao,Information Technology,6,Male,Software Engineering,50,36,72.0,75.67,7,47,22.9,72.0,stable,Medium Risk
STU02471,Varun Rao,Information Technology,6,Male,Cloud Computing,62,46,74.19,71.3,8,61,22.9,74.19,stable,Medium Risk
STU02471,Varun Rao,Information Technology,6,Male,Web Technologies,49,30,61.22,62.31,8,45,22.9,61.22,stable,High Risk
STU02472,Dev Chatterjee,Electronics,2,Male,Microprocessors,45,26,57.78,59.2,9,42,28.8,57.78,stable,High Risk
STU02472,Dev Chatterjee,Electronics,2,Male,Signals & Systems,57,35,61.4,64.44,11,53,28.8,61.4,stable,High Risk
STU02472,Dev Chatterjee,Electronics,2,Male,Communication Systems,51,36,70.59,75.52,5,57,28.8,70.59,stable,Medium Risk
STU02472,Dev Chatterjee,Electronics,2,Male,VLSI Design,53,36,67.92,73.0,10,58,28.8,67.92,stable,Medium Risk
STU02472,Dev Chatterjee,Electronics,2,Male,Digital Electronics,58,40,68.97,74.13,9,61,28.8,68.97,stable,Medium Risk
STU02473,Aarav Joshi,Civil,3,Male,Concrete Technology,48,35,72.92,68.94,5,67,7.2,72.92,stable,Medium Risk
STU02473,Aarav Joshi,Civil,3,Male,Surveying,49,35,71.43,68.8,5,53,7.2,71.43,stable,Medium Risk
STU02473,Aarav Joshi,Civil,3,Male,Structural Analysis,48,37,77.08,75.66,5,47,7.2,77.08,stable,Low Risk
STU02473,Aarav Joshi,Civil,3,Male,Transportation Engg,56,42,75.0,72.15,4,57,7.2,75.0,stable,Low Risk
STU02474,Ishaan Kumar,Information Technology,5,Male,Cyber Security,63,50,79.37,71.61,5,68,6.6,79.37,improving,Low Risk
STU02474,Ishaan Kumar,Information Technology,5,Male,Software Engineering,47,37,78.72,75.82,6,65,6.6,78.72,improving,Low Risk
STU02474,Ishaan Kumar,Information Technology,5,Male,Cloud Computing,49,43,87.76,79.62,1,72,6.6,87.76,improving,Low Risk
STU02474,Ishaan Kumar,Information Technology,5,Male,Data Mining,53,47,88.68,81.97,5,71,6.6,88.68,improving,Low Risk
STU02475,Kabir Reddy,Computer Science,6,Male,Computer Networks,60,39,65.0,55.85,8,54,22.1,65.0,improving,Medium Risk
STU02475,Kabir Reddy,Computer Science,6,Male,AI & ML,61,34,55.74,49.16,13,44,22.1,55.74,improving,High Risk
STU02475,Kabir Reddy,Computer Science,6,Male,Operating Systems,64,32,50.0,47.72,14,31,22.1,50.0,improving,High Risk
STU02475,Kabir Reddy,Computer Science,6,Male,DBMS,53,31,58.49,48.17,11,46,22.1,58.49,improving,Medium Risk
STU02475,Kabir Reddy,Computer Science,6,Male,Data Structures,63,34,53.97,42.47,10,41,22.1,53.97,improving,Medium Risk
STU02476,Ishaan Sharma,Mechanical,4,Male,Fluid Mechanics,45,36,80.0,80.88,4,58,17.1,80.0,stable,Low Risk
STU02476,Ishaan Sharma,Mechanical,4,Male,Thermodynamics,47,41,87.23,84.31,1,57,17.1,87.23,stable,Low Risk
STU02476,Ishaan Sharma,Mechanical,4,Male,Heat Transfer,46,38,82.61,82.88,6,54,17.1,82.61,stable,Low Risk
STU02476,Ishaan Sharma,Mechanical,4,Male,Machine Design,52,44,84.62,83.71,3,67,17.1,84.62,stable,Low Risk
STU02476,Ishaan Sharma,Mechanical,4,Male,Manufacturing Tech,63,49,77.78,85.38,5,61,17.1,77.78,stable,Low Risk
STU02477,Shreya Iyer,Mechanical,4,Female,Manufacturing Tech,53,28,52.83,58.86,13,42,20.5,52.83,declining,High Risk
STU02477,Shreya Iyer,Mechanical,4,Female,Heat Transfer,58,29,50.0,58.9,12,46,20.5,50.0,declining,High Risk
STU02477,Shreya Iyer,Mechanical,4,Female,Machine Design,51,26,50.98,61.41,13,55,20.5,50.98,declining,High Risk
STU02477,Shreya Iyer,Mechanical,4,Female,Thermodynamics,54,24,44.44,54.68,16,32,20.5,44.44,declining,High Risk
STU02478,Riya Nair,Information Technology,1,Female,Cloud Computing,60,53,88.33,87.12,3,62,13.6,88.33,stable,Low Risk
STU02478,Riya Nair,Information Technology,1,Female,Web Technologies,45,36,80.0,79.11,3,58,13.6,80.0,stable,Low Risk
STU02478,Riya Nair,Information Technology,1,Female,Data Mining,51,47,92.16,96.6,4,64,13.6,92.16,stable,Low Risk
STU02478,Riya Nair,Information Technology,1,Female,Software Engineering,56,50,89.29,85.66,2,77,13.6,89.29,stable,Low Risk
STU02478,Riya Nair,Information Technology,1,Female,Cyber Security,46,41,89.13,81.74,4,71,13.6,89.13,stable,Low Risk
STU02479,Rohan Reddy,Mechanical,6,Male,Manufacturing Tech,48,20,41.67,40.07,16,45,17.6,41.67,stable,High Risk
STU02479,Rohan Reddy,Mechanical,6,Male,Fluid Mechanics,60,27,45.0,43.47,16,37,17.6,45.0,stable,High Risk
STU02479,Rohan Reddy,Mechanical,6,Male,Machine Design,58,23,39.66,41.55,17,29,17.6,39.66,stable,High Risk
STU02479,Rohan Reddy,Mechanical,6,Male,Thermodynamics,62,28,45.16,45.85,13,41,17.6,45.16,stable,High Risk
STU02480,Yash Desai,Electronics,3,Male,Signals & Systems,62,43,69.35,67.04,6,43,5.3,69.35,declining,Medium Risk
STU02480,Yash Desai,Electronics,3,Male,VLSI Design,59,34,57.63,69.17,10,43,5.3,57.63,declining,High Risk
STU02480,Yash Desai,Electronics,3,Male,Communication Systems,51,37,72.55,75.94,8,64,5.3,72.55,declining,Medium Risk
STU02480,Yash Desai,Electronics,3,Male,Microprocessors,63,38,60.32,67.14,8,44,5.3,60.32,declining,High Risk
STU02480,Yash Desai,Electronics,3,Male,Digital Electronics,58,36,62.07,65.08,11,48,5.3,62.07,declining,High Risk
STU02481,Riya Kumar,Electrical,4,Female,Power Electronics,49,36,73.47,73.16,7,55,39.0,73.47,stable,Medium Risk
STU02481,Riya Kumar,Electrical,4,Female,Control Systems,64,48,75.0,74.7,5,72,39.0,75.0,stable,Low Risk
STU02481,Riya Kumar,Electrical,4,Female,Power Systems,48,36,75.0,77.38,8,49,39.0,75.0,stable,Low Risk
STU02481,Riya Kumar,Electrical,4,Female,Circuit Theory,54,37,68.52,68.56,8,55,39.0,68.52,stable,Medium Risk
STU02482,Manav Nair,Mechanical,6,Male,Manufacturing Tech,61,47,77.05,82.12,8,64,3.8,77.05,stable,Low Risk
STU02482,Manav Nair,Mechanical,6,Male,Heat Transfer,63,47,74.6,70.63,6,48,3.8,74.6,stable,Medium Risk
STU02482,Manav Nair,Mechanical,6,Male,Thermodynamics,62,52,83.87,87.6,5,52,3.8,83.87,stable,Low Risk
STU02482,Manav Nair,Mechanical,6,Male,Machine Design,63,45,71.43,74.32,9,61,3.8,71.43,stable,Medium Risk
STU02483,Manav Verma,Electrical,2,Male,Electrical Machines,61,28,45.9,57.9,16,37,19.1,45.9,declining,High Risk
STU02483,Manav Verma,Electrical,2,Male,Power Systems,45,18,40.0,49.32,13,39,19.1,40.0,declining,High Risk
STU02483,Manav Verma,Electrical,2,Male,Control Systems,54,26,48.15,52.93,11,34,19.1,48.15,declining,High Risk
STU02483,Manav Verma,Electrical,2,Male,Power Electronics,61,26,42.62,47.12,16,38,19.1,42.62,declining,High Risk
STU02483,Manav Verma,Electrical,2,Male,Circuit Theory,57,25,43.86,45.14,12,38,19.1,43.86,declining,High Risk
STU02484,Kavya Reddy,Information Technology,4,Female,Cyber Security,47,36,76.6,90.25,4,53,37.6,76.6,declining,Medium Risk
STU02484,Kavya Reddy,Information Technology,4,Female,Data Mining,50,35,70.0,83.19,6,66,37.6,70.0,declining,High Risk
STU02484,Kavya Reddy,Information Technology,4,Female,Cloud Computing,63,48,76.19,81.53,7,58,37.6,76.19,declining,Medium Risk
STU02484,Kavya Reddy,Information Technology,4,Female,Software Engineering,51,37,72.55,80.8,6,66,37.6,72.55,declining,High Risk
STU02484,Kavya Reddy,Information Technology,4,Female,Web Technologies,56,46,82.14,96.04,4,70,37.6,82.14,declining,Medium Risk
STU02485,Aarav Chatterjee,Mechanical,4,Male,Machine Design,49,33,67.35,59.31,8,50,12.3,67.35,stable,Medium Risk
STU02485,Aarav Chatterjee,Mechanical,4,Male,Manufacturing Tech,50,35,70.0,68.27,10,66,12.3,70.0,stable,Medium Risk
STU02485,Aarav Chatterjee,Mechanical,4,Male,Thermodynamics,48,31,64.58,65.71,10,48,12.3,64.58,stable,High Risk
STU02485,Aarav Chatterjee,Mechanical,4,Male,Heat Transfer,46,33,71.74,75.77,5,57,12.3,71.74,stable,Medium Risk
STU02486,Dev Menon,Information Technology,1,Male,Software Engineering,55,33,60.0,64.01,8,46,7.4,60.0,stable,High Risk
STU02486,Dev Menon,Information Technology,1,Male,Data Mining,60,37,61.67,68.83,9,58,7.4,61.67,stable,High Risk
STU02486,Dev Menon,Information Technology,1,Male,Cyber Security,60,35,58.33,56.94,8,31,7.4,58.33,stable,High Risk
STU02486,Dev Menon,Information Technology,1,Male,Cloud Computing,60,41,68.33,67.46,7,67,7.4,68.33,stable,Medium Risk
STU02486,Dev Menon,Information Technology,1,Male,Web Technologies,46,25,54.35,48.53,10,55,7.4,54.35,stable,High Risk
STU02487,Divya Kapoor,Electrical,2,Female,Power Systems,52,41,78.85,81.16,6,60,5.9,78.85,declining,Low Risk
STU02487,Divya Kapoor,Electrical,2,Female,Circuit Theory,47,39,82.98,89.4,5,60,5.9,82.98,declining,Low Risk
STU02487,Divya Kapoor,Electrical,2,Female,Power Electronics,57,44,77.19,84.18,5,68,5.9,77.19,declining,Low Risk
STU02487,Divya Kapoor,Electrical,2,Female,Electrical Machines,63,52,82.54,88.79,3,65,5.9,82.54,declining,Low Risk
STU02487,Divya Kapoor,Electrical,2,Female,Control Systems,55,49,89.09,96.43,4,57,5.9,89.09,declining,Low Risk
STU02488,Aryan Kapoor,Computer Science,4,Male,Data Structures,63,50,79.37,81.58,5,48,2.5,79.37,stable,Low Risk
STU02488,Aryan Kapoor,Computer Science,4,Male,Operating Systems,56,48,85.71,90.2,6,65,2.5,85.71,stable,Low Risk
STU02488,Aryan Kapoor,Computer Science,4,Male,AI & ML,61,52,85.25,89.38,6,74,2.5,85.25,stable,Low Risk
STU02488,Aryan Kapoor,Computer Science,4,Male,Computer Networks,46,38,82.61,92.04,5,55,2.5,82.61,stable,Low Risk
STU02489,Nikhil Verma,Mechanical,8,Male,Thermodynamics,51,39,76.47,64.17,4,61,3.3,76.47,improving,Low Risk
STU02489,Nikhil Verma,Mechanical,8,Male,Manufacturing Tech,57,46,80.7,74.3,7,74,3.3,80.7,improving,Low Risk
STU02489,Nikhil Verma,Mechanical,8,Male,Fluid Mechanics,64,51,79.69,74.09,6,50,3.3,79.69,improving,Low Risk
STU02489,Nikhil Verma,Mechanical,8,Male,Machine Design,57,47,82.46,74.26,3,59,3.3,82.46,improving,Low Risk
STU02489,Nikhil Verma,Mechanical,8,Male,Heat Transfer,57,45,78.95,68.47,5,60,3.3,78.95,improving,Low Risk
STU02490,Radhika Singh,Computer Science,3,Female,DBMS,49,32,65.31,74.88,7,45,21.4,65.31,declining,High Risk
STU02490,Radhika Singh,Computer Science,3,Female,Data Structures,60,35,58.33,66.03,9,52,21.4,58.33,declining,High Risk
STU02490,Radhika Singh,Computer Science,3,Female,Operating Systems,51,31,60.78,65.58,10,44,21.4,60.78,declining,High Risk
STU02490,Radhika Singh,Computer Science,3,Female,Computer Networks,51,31,60.78,62.59,12,45,21.4,60.78,declining,High Risk
STU02491,Yash Desai,Information Technology,7,Male,Software Engineering,57,49,85.96,94.93,2,71,5.6,85.96,declining,Medium Risk
STU02491,Yash Desai,Information Technology,7,Male,Cyber Security,64,43,67.19,79.88,9,53,5.6,67.19,declining,High Risk
STU02491,Yash Desai,Information Technology,7,Male,Cloud Computing,62,45,72.58,77.73,6,57,5.6,72.58,declining,Medium Risk
STU02491,Yash Desai,Information Technology,7,Male,Web Technologies,47,34,72.34,76.73,7,56,5.6,72.34,declining,Medium Risk
STU02491,Yash Desai,Information Technology,7,Male,Data Mining,59,41,69.49,72.38,9,61,5.6,69.49,declining,Medium Risk
STU02492,Rohan Menon,Electrical,7,Male,Power Systems,54,38,70.37,77.83,7,65,14.0,70.37,declining,Medium Risk
STU02492,Rohan Menon,Electrical,7,Male,Electrical Machines,45,37,82.22,93.42,6,57,14.0,82.22,declining,Medium Risk
STU02492,Rohan Menon,Electrical,7,Male,Power Electronics,59,47,79.66,86.4,7,62,14.0,79.66,declining,Medium Risk
STU02492,Rohan Menon,Electrical,7,Male,Circuit Theory,48,35,72.92,78.79,8,65,14.0,72.92,declining,Medium Risk
STU02492,Rohan Menon,Electrical,7,Male,Control Systems,48,40,83.33,89.95,5,68,14.0,83.33,declining,Low Risk
STU02493,Arjun Sharma,Information Technology,1,Male,Cloud Computing,46,35,76.09,87.1,5,53,13.4,76.09,declining,Medium Risk
STU02493,Arjun Sharma,Information Technology,1,Male,Cyber Security,50,38,76.0,85.2,5,54,13.4,76.0,declining,Medium Risk
STU02493,Arjun Sharma,Information Technology,1,Male,Web Technologies,55,49,89.09,98.13,5,61,13.4,89.09,declining,Medium Risk
STU02493,Arjun Sharma,Information Technology,1,Male,Software Engineering,48,37,77.08,83.06,5,54,13.4,77.08,declining,Low Risk
STU02494,Nisha Pillai,Mechanical,2,Female,Heat Transfer,59,29,49.15,37.61,13,40,6.4,49.15,improving,High Risk
STU02494,Nisha Pillai,Mechanical,2,Female,Manufacturing Tech,58,23,39.66,34.7,14,31,6.4,39.66,improving,High Risk
STU02494,Nisha Pillai,Mechanical,2,Female,Fluid Mechanics,60,30,50.0,40.83,12,37,6.4,50.0,improving,High Risk
STU02494,Nisha Pillai,Mechanical,2,Female,Machine Design,45,24,53.33,48.67,14,45,6.4,53.33,improving,High Risk
STU02494,Nisha Pillai,Mechanical,2,Female,Thermodynamics,59,29,49.15,40.52,15,43,6.4,49.15,improving,High Risk
STU02495,Radhika Pillai,Computer Science,5,Female,Data Structures,50,39,78.0,77.45,7,53,20.5,78.0,stable,Low Risk
STU02495,Radhika Pillai,Computer Science,5,Female,Computer Networks,45,30,66.67,67.58,8,46,20.5,66.67,stable,Medium Risk
STU02495,Radhika Pillai,Computer Science,5,Female,AI & ML,46,34,73.91,69.38,7,54,20.5,73.91,stable,Medium Risk
STU02495,Radhika Pillai,Computer Science,5,Female,Operating Systems,49,34,69.39,69.24,7,53,20.5,69.39,stable,Medium Risk
STU02495,Radhika Pillai,Computer Science,5,Female,DBMS,45,31,68.89,65.46,9,68,20.5,68.89,stable,Medium Risk
STU02496,Neha Kumar,Mechanical,4,Female,Manufacturing Tech,58,45,77.59,76.36,6,58,4.4,77.59,stable,Low Risk
STU02496,Neha Kumar,Mechanical,4,Female,Fluid Mechanics,53,41,77.36,76.38,7,35,4.4,77.36,stable,Low Risk
STU02496,Neha Kumar,Mechanical,4,Female,Thermodynamics,50,42,84.0,86.86,2,64,4.4,84.0,stable,Low Risk
STU02496,Neha Kumar,Mechanical,4,Female,Machine Design,61,46,75.41,69.48,7,55,4.4,75.41,stable,Low Risk
STU02496,Neha Kumar,Mechanical,4,Female,Heat Transfer,51,40,78.43,83.42,5,72,4.4,78.43,stable,Low Risk
STU02497,Manav Kumar,Electronics,2,Male,Communication Systems,48,29,60.42,62.92,9,52,14.9,60.42,stable,High Risk
STU02497,Manav Kumar,Electronics,2,Male,Digital Electronics,53,39,73.58,74.62,9,61,14.9,73.58,stable,Medium Risk
STU02497,Manav Kumar,Electronics,2,Male,Signals & Systems,60,32,53.33,57.22,13,35,14.9,53.33,stable,High Risk
STU02497,Manav Kumar,Electronics,2,Male,Microprocessors,51,34,66.67,60.97,8,59,14.9,66.67,stable,Medium Risk
STU02498,Rahul Nair,Electrical,1,Male,Power Electronics,49,20,40.82,42.29,16,26,12.8,40.82,stable,High Risk
STU02498,Rahul Nair,Electrical,1,Male,Control Systems,62,25,40.32,39.2,17,28,12.8,40.32,stable,High Risk
STU02498,Rahul Nair,Electrical,1,Male,Power Systems,62,25,40.32,41.3,14,35,12.8,40.32,stable,High Risk
STU02498,Rahul Nair,Electrical,1,Male,Electrical Machines,49,20,40.82,35.67,15,34,12.8,40.82,stable,High Risk
STU02499,Varun Chatterjee,Computer Science,1,Male,Operating Systems,61,50,81.97,81.01,3,65,9.5,81.97,stable,Low Risk
STU02499,Varun Chatterjee,Computer Science,1,Male,Data Structures,51,42,82.35,88.4,5,72,9.5,82.35,stable,Low Risk
STU02499,Varun Chatterjee,Computer Science,1,Male,AI & ML,45,39,86.67,86.52,5,64,9.5,86.67,stable,Low Risk
STU02499,Varun Chatterjee,Computer Science,1,Male,Computer Networks,55,50,90.91,89.7,4,74,9.5,90.91,stable,Low Risk
STU02500,Rahul Rao,Computer Science,1,Male,Operating Systems,59,40,67.8,66.22,8,69,11.6,67.8,stable,Medium Risk
STU02500,Rahul Rao,Computer Science,1,Male,Data Structures,53,37,69.81,72.13,6,50,11.6,69.81,stable,Medium Risk
STU02500,Rahul Rao,Computer Science,1,Male,AI & ML,50,34,68.0,62.31,7,49,11.6,68.0,stable,Medium Risk
STU02500,Rahul Rao,Computer Science,1,Male,DBMS,53,37,69.81,67.93,7,59,11.6,69.81,stable,Medium Risk
STU02501,Arjun Sharma,Mechanical,4,Male,Machine Design,50,40,80.0,81.73,4,68,11.9,80.0,stable,Low Risk
STU02501,Arjun Sharma,Mechanical,4,Male,Heat Transfer,61,50,81.97,80.22,3,60,11.9,81.97,stable,Low Risk
STU02501,Arjun Sharma,Mechanical,4,Male,Thermodynamics,63,51,80.95,75.95,6,54,11.9,80.95,stable,Low Risk
STU02501,Arjun Sharma,Mechanical,4,Male,Manufacturing Tech,55,46,83.64,77.23,3,71,11.9,83.64,stable,Low Risk
STU02501,Arjun Sharma,Mechanical,4,Male,Fluid Mechanics,56,50,89.29,93.21,4,65,11.9,89.29,stable,Low Risk
