Student_ID,Name,Department,Semester,Gender,Distance_KM,Overall_Attendance_Percentage,Trend,Num_Subjects
STU02766,Nikhil Desai,Electronics,5,Male,35.4,63.48,improving,5
STU02767,Tanya Rao,Civil,5,Female,19.6,72.78,stable,4
STU02768,Vihaan Patel,Civil,1,Male,32.0,48.92,stable,5
STU02769,Aarav Chatterjee,Information Technology,1,Male,14.0,90.64,stable,4
STU02770,Divya Desai,Electrical,6,Female,8.3,74.45,stable,4
STU02771,Kabir Iyer,Electrical,8,Male,4.5,80.0,stable,5
STU02772,Isha Kapoor,Information Technology,1,Female,14.8,68.56,stable,4
STU02773,Arjun Pillai,Electrical,1,Male,25.0,81.81,stable,4
STU02774,Rohan Sharma,Computer Science,5,Male,2.5,85.69,stable,5
STU02775,Kavya Kapoor,Electronics,8,Female,7.5,78.03,improving,5
STU02776,Nikhil Reddy,Mechanical,7,Male,22.5,67.16,declining,4
STU02777,Rahul Patel,Electrical,6,Male,6.8,81.34,improving,5
STU02778,Tanya Kumar,Civil,2,Female,6.2,58.07,stable,5
STU02779,Vihaan Gupta,Civil,1,Male,4.6,89.4,improving,4
STU02780,Karthik Iyer,Information Technology,6,Male,45.0,46.55,stable,4
STU02781,Sneha Verma,Civil,1,Female,3.1,91.21,stable,4
STU02782,Aryan Verma,Electrical,4,Male,20.7,88.86,declining,5
STU02783,Vihaan Patel,Electronics,8,Male,9.6,83.18,stable,4
STU02784,Kavya Reddy,Information Technology,6,Female,16.4,49.54,stable,4
STU02785,Ishaan Nair,Electronics,3,Male,12.0,84.22,stable,5
STU02786,Shreya Joshi,Civil,2,Female,17.9,82.91,declining,4
STU02787,Arjun Patel,Electrical,8,Male,11.8,86.28,improving,5
STU02788,Varun Kumar,Computer Science,3,Male,1.8,78.89,declining,5
STU02789,Nikhil Pillai,Electrical,2,Male,8.8,71.47,stable,5
STU02790,Sai Menon,Computer Science,3,Male,8.4,69.25,improving,4
STU02791,Karthik Chatterjee,Computer Science,7,Male,3.1,75.47,stable,5
STU02792,Varun Verma,Mechanical,6,Male,12.9,78.62,declining,5
STU02793,Sai Joshi,Information Technology,4,Male,7.9,74.55,stable,4
STU02794,Kavya Desai,Information Technology,5,Female,18.2,84.67,stable,4
STU02795,Aryan Chatterjee,Electronics,6,Male,19.3,58.72,stable,5
STU02796,Vihaan Singh,Electronics,6,Male,4.2,74.31,stable,4
STU02797,Tanya Patel,Electrical,2,Female,2.6,67.47,stable,5
STU02798,Divya Reddy,Electrical,3,Female,5.4,62.77,improving,5
STU02799,Karthik Patel,Electrical,4,Male,15.0,76.28,improving,5
STU02800,Aryan Kapoor,Electrical,8,Male,3.2,77.46,declining,4
STU02801,Meera Desai,Information Technology,2,Female,18.5,39.84,stable,5
STU02802,Ananya Rao,Mechanical,1,Female,5.8,40.29,stable,4
STU02803,Nikhil Sharma,Computer Science,6,Male,24.5,81.47,declining,4
STU02804,Sai Singh,Mechanical,8,Male,20.2,58.94,declining,5
STU02805,Anika Verma,Electrical,8,Female,8.1,67.09,improving,4
STU02806,Kabir Nair,Computer Science,2,Male,10.2,97.39,stable,4
STU02807,Neha Reddy,Civil,7,Female,24.4,79.87,declining,4
STU02808,Nikhil Joshi,Computer Science,3,Male,3.6,86.23,declining,5
STU02809,Aryan Iyer,Information Technology,1,Male,2.8,95.6,improving,5
STU02810,Yash Iyer,Information Technology,6,Male,32.0,59.43,stable,5
STU02811,Ananya Sharma,Electronics,3,Female,2.3,74.87,declining,5
STU02812,Kavya Chatterjee,Civil,2,Female,8.4,60.83,declining,5
STU02813,Kavya Joshi,Mechanical,8,Female,31.0,68.38,declining,4
STU02814,Aditya Sharma,Electronics,5,Male,25.9,67.88,declining,4
STU02815,Sneha Sharma,Electrical,3,Female,5.5,92.0,stable,5
STU02816,Sai Kumar,Electronics,2,Male,6.0,54.08,declining,5
STU02817,Karthik Gupta,Electronics,4,Male,20.2,81.31,improving,5
STU02818,Aryan Singh,Civil,8,Male,3.7,66.99,stable,4
STU02819,Isha Menon,Mechanical,1,Female,5.9,80.23,improving,4
STU02820,Vihaan Pillai,Electronics,8,Male,12.8,93.57,stable,5
STU02821,Shreya Gupta,Computer Science,5,Female,11.0,51.55,improving,4
STU02822,Neha Patel,Mechanical,8,Female,8.2,77.77,improving,5
STU02823,Nikhil Sharma,Electrical,2,Male,22.3,82.92,stable,4
STU02824,Radhika Desai,Mechanical,5,Female,16.7,83.46,declining,5
STU02825,Nisha Desai,Electronics,3,Female,18.2,79.08,improving,4
STU02826,Yash Joshi,Electronics,1,Male,14.4,82.09,stable,4
STU02827,Aarav Rao,Information Technology,7,Male,12.3,92.66,improving,5
STU02828,Kavya Nair,Electronics,4,Female,6.5,76.72,improving,5
STU02829,Dev Chatterjee,Computer Science,7,Male,15.8,50.74,improving,5
STU02830,Karthik Joshi,Civil,8,Male,15.5,88.79,improving,4
STU02831,Priya Nair,Computer Science,8,Female,6.8,91.93,declining,5
STU02832,Dev Rao,Information Technology,7,Male,21.2,61.62,stable,4
STU02833,Karthik Rao,Information Technology,1,Male,0.7,45.86,stable,4
STU02834,Kavya Chatterjee,Electronics,6,Female,10.4,78.06,declining,4
STU02835,Shreya Patel,Computer Science,5,Female,1.8,75.06,declining,5
STU02836,Ishaan Patel,Information Technology,8,Male,3.8,52.81,stable,5
STU02837,Manav Patel,Computer Science,7,Male,17.1,83.94,stable,5
STU02838,Sneha Gupta,Mechanical,7,Female,19.9,49.99,stable,4
STU02839,Tanya Reddy,Information Technology,7,Female,15.8,63.5,stable,4
STU02840,Nikhil Sharma,Electronics,7,Male,7.5,67.45,declining,5
STU02841,Arjun Kapoor,Information Technology,2,Male,6.3,51.78,stable,5
STU02842,Aditya Menon,Electrical,4,Male,10.2,64.3,improving,5
STU02843,Tanya Rao,Information Technology,2,Female,7.4,83.57,stable,4
STU02844,Shreya Nair,Mechanical,7,Female,4.1,65.13,declining,5
STU02845,Shreya Nair,Electronics,6,Female,10.9,84.44,stable,4
STU02846,Meera Singh,Computer Science,7,Female,16.9,77.73,stable,4
STU02847,Yash Nair,Mechanical,6,Male,3.4,82.28,stable,5
STU02848,Anika Verma,Electronics,5,Female,17.2,88.8,declining,4
STU02849,Diya Kapoor,Electronics,6,Female,8.5,65.67,declining,4
STU02850,Pooja Menon,Information Technology,3,Female,8.9,51.06,improving,5
STU02851,Nikhil Menon,Information Technology,5,Male,3.5,63.06,stable,5
STU02852,Isha Menon,Civil,5,Female,9.9,76.09,declining,4
STU02853,Kabir Chatterjee,Electronics,8,Male,4.9,45.99,stable,5
STU02854,Riya Reddy,Mechanical,1,Female,7.9,81.27,stable,5
STU02855,Karthik Kapoor,Electrical,4,Male,6.6,82.76,declining,4
STU02856,Kabir Desai,Electronics,3,Male,10.7,74.74,improving,5
STU02857,Sai Patel,Computer Science,6,Male,15.0,87.54,improving,5
STU02858,Manav Menon,Civil,5,Male,5.3,71.85,improving,4
STU02859,Kavya Joshi,Electrical,2,Female,16.9,71.34,stable,5
STU02860,Ananya Rao,Mechanical,5,Female,16.3,78.73,stable,4
STU02861,Manav Menon,Electronics,3,Male,12.6,80.35,declining,5
STU02862,Rahul Kumar,Computer Science,4,Male,3.6,80.01,declining,5
STU02863,Arjun Reddy,Electronics,4,Male,12.5,91.66,stable,5
STU02864,Karthik Verma,Mechanical,7,Male,10.3,81.35,improving,4
STU02865,Aditya Menon,Electronics,7,Male,7.4,69.12,stable,4
STU02866,Dev Verma,Mechanical,3,Male,20.8,55.03,improving,5
STU02867,Divya Menon,Mechanical,8,Female,27.7,82.68,stable,5
STU02868,Neha Kumar,Electronics,4,Female,40.9,78.11,stable,4
STU02869,Kabir Pillai,Computer Science,8,Male,12.4,83.82,improving,5
STU02870,Kavya Sharma,Computer Science,1,Female,13.2,40.06,stable,4
STU02871,Shreya Singh,Electrical,8,Female,6.3,88.55,stable,5
STU02872,Yash Rao,Civil,2,Male,4.7,87.73,stable,4
STU02873,Aarav Sharma,Information Technology,4,Male,8.6,72.12,stable,4
STU02874,Aditya Nair,Information Technology,8,Male,32.0,73.54,stable,5
STU02875,Yash Verma,Computer Science,5,Male,14.0,70.78,declining,4
STU02876,Yash Nair,Civil,5,Male,8.3,74.39,declining,5
STU02877,Diya Gupta,Electrical,6,Female,5.5,64.94,stable,4
STU02878,Rohan Menon,Information Technology,6,Male,9.3,83.57,declining,5
STU02879,Ishaan Kumar,Civil,8,Male,19.5,81.92,stable,5
STU02880,Karthik Sharma,Civil,7,Male,25.9,54.68,declining,5
STU02881,Vihaan Iyer,Civil,3,Male,3.5,72.44,stable,5
STU02882,Arjun Verma,Computer Science,2,Male,10.8,62.38,declining,4
STU02883,Ishaan Kumar,Information Technology,5,Male,18.6,42.16,improving,4
STU02884,Isha Reddy,Information Technology,5,Female,3.4,66.68,stable,4
STU02885,Sneha Kumar,Electrical,2,Female,11.4,79.07,improving,4
STU02886,Meera Nair,Civil,6,Female,8.8,82.82,stable,4
STU02887,Aditya Sharma,Electronics,1,Male,17.1,67.09,declining,4
STU02888,Sai Desai,Mechanical,6,Male,2.2,90.15,stable,5
STU02889,Riya Verma,Electronics,5,Female,1.3,82.01,stable,4
STU02890,Varun Iyer,Mechanical,6,Male,9.4,83.68,improving,4
STU02891,Kavya Iyer,Electrical,2,Female,22.1,89.22,stable,5
STU02892,Yash Desai,Electronics,8,Male,37.9,76.15,improving,4
STU02893,Anika Singh,Electronics,1,Female,3.3,91.85,improving,5
STU02894,Rahul Singh,Information Technology,6,Male,26.9,76.71,improving,5
STU02895,Tanya Desai,Information Technology,2,Female,1.6,46.95,improving,4
STU02896,Pooja Verma,Civil,4,Female,5.6,78.3,stable,4
STU02897,Aditya Desai,Mechanical,8,Male,6.5,54.89,improving,5
STU02898,Riya Nair,Mechanical,4,Female,8.6,72.92,improving,4
STU02899,Dev Singh,Computer Science,6,Male,7.9,90.3,improving,5
STU02900,Nikhil Menon,Electrical,8,Male,15.1,80.65,improving,5
STU02901,Vihaan Menon,Information Technology,3,Male,16.8,86.72,stable,4
STU02902,Riya Pillai,Civil,6,Female,8.7,88.16,stable,5
STU02903,Kabir Iyer,Computer Science,5,Male,3.8,83.79,stable,4
STU02904,Aditya Desai,Computer Science,4,Male,5.5,70.08,improving,5
STU02905,Sai Menon,Civil,5,Male,5.4,57.73,stable,5
STU02906,Rahul Patel,Electrical,1,Male,6.9,92.06,stable,4
STU02907,Kabir Desai,Information Technology,6,Male,16.4,68.98,improving,5
STU02908,Anika Sharma,Information Technology,5,Female,4.3,81.38,stable,4
STU02909,Aditya Pillai,Civil,5,Male,23.4,76.0,stable,4
STU02910,Aditya Singh,Electrical,7,Male,16.1,61.13,improving,5
STU02911,Nikhil Joshi,Civil,8,Male,13.7,66.32,improving,5
STU02912,Divya Iyer,Computer Science,4,Female,12.2,71.5,stable,5
STU02913,Tanya Kumar,Electronics,4,Female,13.4,58.05,improving,4
STU02914,Rohan Patel,Electrical,8,Male,21.0,67.09,stable,4
STU02915,Vihaan Rao,Electrical,3,Male,8.6,78.95,improving,5
STU02916,Ishaan Iyer,Electronics,6,Male,12.8,85.45,declining,4
STU02917,Dev Nair,Computer Science,2,Male,13.3,75.44,declining,4
STU02918,Kabir Chatterjee,Electrical,6,Male,7.7,78.11,declining,4
STU02919,Yash Sharma,Electronics,1,Male,3.4,62.83,stable,5
STU02920,Kabir Joshi,Mechanical,6,Male,7.4,41.34,stable,4
STU02921,Shreya Desai,Civil,5,Female,4.2,66.22,stable,5
STU02922,Karthik Sharma,Information Technology,6,Male,20.0,77.53,stable,4
STU02923,Divya Iyer,Civil,3,Female,6.8,80.9,declining,4
STU02924,Diya Patel,Civil,5,Female,31.2,91.8,improving,5
STU02925,Anika Sharma,Electronics,6,Female,29.4,92.28,stable,4
STU02926,Priya Singh,Civil,5,Female,9.3,89.47,declining,4
STU02927,Kabir Patel,Civil,4,Male,10.4,97.3,stable,4
STU02928,Riya Singh,Electrical,7,Female,1.7,54.52,declining,5
STU02929,Sai Reddy,Electronics,7,Male,11.5,48.92,stable,4
STU02930,Ishaan Joshi,Electronics,5,Male,7.6,91.21,improving,5
STU02931,Karthik Singh,Information Technology,6,Male,29.1,53.51,stable,5
STU02932,Nikhil Nair,Mechanical,3,Male,0.5,73.8,stable,4
STU02933,Yash Singh,Electronics,5,Male,1.8,86.88,improving,4
STU02934,Varun Pillai,Electrical,8,Male,22.6,59.92,improving,5
STU02935,Yash Patel,Information Technology,7,Male,0.6,68.26,stable,4
STU02936,Shreya Rao,Electrical,2,Female,1.9,95.19,declining,4
STU02937,Varun Reddy,Mechanical,4,Male,6.7,69.08,stable,5
STU02938,Varun Verma,Computer Science,5,Male,19.3,73.6,improving,5
STU02939,Radhika Nair,Information Technology,1,Female,9.4,72.92,stable,5
STU02940,Rahul Sharma,Information Technology,6,Male,14.6,76.07,improving,5
STU02941,Rohan Desai,Information Technology,3,Male,14.8,40.67,improving,5
STU02942,Dev Nair,Civil,1,Male,0.7,86.39,stable,5
STU02943,Rohan Chatterjee,Electrical,3,Male,17.3,58.68,stable,5
STU02944,Manav Iyer,Information Technology,8,Male,0.6,100.0,improving,5
STU02945,Rahul Gupta,Civil,2,Male,5.1,92.61,declining,5
STU02946,Pooja Menon,Computer Science,5,Female,8.0,87.89,stable,5
STU02947,Rohan Reddy,Electronics,5,Male,7.1,94.69,declining,5
STU02948,Karthik Kapoor,Information Technology,7,Male,12.7,70.02,stable,5
STU02949,Ananya Desai,Electrical,3,Female,12.2,75.35,stable,5
STU02950,Rahul Pillai,Computer Science,3,Male,11.5,56.75,declining,4
STU02951,Yash Iyer,Electronics,4,Male,3.9,94.13,stable,5
STU02952,Vihaan Kapoor,Civil,5,Male,2.6,61.35,improving,5
STU02953,Kavya Iyer,Mechanical,7,Female,4.0,55.28,improving,5
STU02954,Sai Pillai,Civil,2,Male,9.6,75.44,declining,5
STU02955,Aryan Kumar,Computer Science,6,Male,36.7,84.81,improving,4
STU02956,Arjun Reddy,Computer Science,6,Male,20.6,59.4,stable,4
STU02957,Pooja Iyer,Electronics,4,Female,21.2,82.78,improving,4
STU02958,Tanya Sharma,Electronics,3,Female,17.0,49.48,declining,4
STU02959,Ishaan Nair,Computer Science,3,Male,10.7,92.56,stable,5
STU02960,Neha Pillai,Information Technology,6,Female,21.8,72.19,declining,4
STU02961,Rohan Kapoor,Information Technology,4,Male,27.1,56.55,declining,4
STU02962,Rahul Desai,Electrical,7,Male,17.4,48.36,stable,4
STU02963,Yash Verma,Electronics,2,Male,6.6,69.15,stable,5
STU02964,Varun Singh,Electronics,8,Male,11.2,62.57,declining,4
STU02965,Vihaan Gupta,Electrical,4,Male,21.5,46.88,declining,4
STU02966,Yash Kumar,Mechanical,1,Male,16.5,41.26,stable,4
STU02967,Ishaan Reddy,Civil,4,Male,9.6,74.73,improving,5
STU02968,Divya Gupta,Information Technology,3,Female,7.8,74.93,stable,4
STU02969,Rohan Singh,Information Technology,4,Male,8.7,57.59,improving,5
STU02970,Manav Iyer,Civil,8,Male,8.3,88.19,improving,5
STU02971,Isha Rao,Computer Science,1,Female,13.2,85.11,declining,4
STU02972,Arjun Patel,Information Technology,6,Male,16.8,71.75,declining,4
STU02973,Kabir Iyer,Electronics,4,Male,4.5,76.69,stable,4
STU02974,Kabir Pillai,Electronics,3,Male,21.5,74.91,stable,5
STU02975,Radhika Kumar,Electrical,6,Female,14.4,79.36,improving,5
STU02976,Riya Chatterjee,Information Technology,4,Female,3.7,77.77,stable,4
STU02977,Kavya Patel,Information Technology,2,Female,2.8,44.96,stable,5
STU02978,Neha Joshi,Information Technology,3,Female,6.8,60.38,declining,4
STU02979,Kavya Joshi,Mechanical,2,Female,0.6,100.0,stable,5
STU02980,Nikhil Pillai,Electrical,7,Male,15.0,89.96,stable,4
STU02981,Rohan Singh,Information Technology,3,Male,2.9,75.55,stable,4
STU02982,Dev Gupta,Computer Science,6,Male,7.9,89.54,declining,5
STU02983,Pooja Verma,Mechanical,4,Female,8.2,85.32,improving,5
STU02984,Pooja Singh,Computer Science,6,Female,18.4,71.54,improving,5
STU02985,Arjun Verma,Electrical,5,Male,16.2,55.17,declining,4
STU02986,Varun Nair,Electronics,8,Male,8.9,54.2,improving,5
STU02987,Sai Sharma,Civil,5,Male,29.8,71.25,stable,4
STU02988,Nisha Kumar,Electronics,3,Female,28.0,72.88,stable,5
STU02989,Radhika Iyer,Computer Science,8,Female,2.1,55.33,improving,5
STU02990,Arjun Singh,Electronics,4,Male,18.2,64.0,stable,5
STU02991,Nikhil Kapoor,Computer Science,1,Male,21.7,71.92,declining,5
STU02992,Yash Chatterjee,Civil,5,Male,38.7,70.03,stable,4
STU02993,Rohan Gupta,Electronics,6,Male,10.1,83.21,improving,5
STU02994,Yash Kumar,Civil,2,Male,3.8,84.14,stable,4
STU02995,Divya Singh,Computer Science,3,Female,8.3,61.82,stable,4
STU02996,Ananya Rao,Civil,2,Female,19.9,81.1,declining,5
STU02997,Dev Patel,Electrical,4,Male,4.0,65.36,stable,5
STU02998,Priya Nair,Electronics,3,Female,2.5,66.8,improving,5
STU02999,Dev Desai,Computer Science,3,Male,23.9,78.57,stable,4
STU03000,Aryan Verma,Mechanical,2,Male,11.1,77.7,stable,4
STU03001,Anika Chatterjee,Civil,2,Female,7.5,87.66,declining,4
STU03002,Neha Singh,Mechanical,5,Female,14.7,80.34,declining,5
STU03003,Sai Nair,Electronics,7,Male,19.9,72.63,declining,4
STU03004,Kabir Joshi,Computer Science,7,Male,13.6,91.59,declining,5
STU03005,Diya Verma,Electrical,3,Female,9.7,73.42,improving,4
STU03006,Aditya Kapoor,Civil,1,Male,8.1,65.64,stable,5
STU03007,Neha Singh,Civil,2,Female,1.8,100.0,declining,4
STU03008,Tanya Verma,Information Technology,6,Female,10.6,80.32,improving,4
STU03009,Meera Verma,Electronics,4,Female,17.3,66.65,declining,5
STU03010,Aryan Kapoor,Computer Science,7,Male,25.5,94.75,stable,5
STU03011,Isha Gupta,Information Technology,1,Female,15.2,72.35,improving,4
STU03012,Meera Pillai,Civil,1,Female,5.6,42.14,declining,5
STU03013,Sneha Kapoor,Computer Science,7,Female,5.8,81.18,stable,5
STU03014,Sai Joshi,Information Technology,4,Male,10.4,80.34,stable,4
STU03015,Tanya Gupta,Electrical,4,Female,9.4,94.53,declining,5
STU03016,Radhika Joshi,Computer Science,4,Female,12.3,94.1,declining,4
STU03017,Aryan Desai,Electronics,4,Male,2.2,75.65,improving,4
STU03018,Arjun Verma,Computer Science,1,Male,9.8,70.42,stable,5
STU03019,Nikhil Reddy,Electronics,7,Male,16.3,51.82,stable,4
STU03020,Aditya Nair,Civil,4,Male,20.6,86.61,improving,5
STU03021,Riya Menon,Mechanical,7,Female,7.7,73.34,stable,5
STU03022,Ishaan Joshi,Mechanical,6,Male,23.4,79.91,declining,4
STU03023,Nikhil Rao,Electronics,2,Male,13.7,80.39,declining,4
STU03024,Diya Singh,Mechanical,3,Female,11.9,54.93,declining,5
STU03025,Priya Reddy,Civil,5,Female,4.5,63.24,improving,4
STU03026,Aditya Iyer,Civil,7,Male,27.1,54.61,stable,4
STU03027,Aditya Gupta,Electrical,6,Male,8.5,51.9,declining,5
STU03028,Dev Chatterjee,Electronics,3,Male,6.5,70.29,declining,4
STU03029,Ananya Singh,Civil,5,Female,21.7,78.12,stable,4
STU03030,Neha Menon,Mechanical,3,Female,2.5,58.02,declining,4
STU03031,Sai Kapoor,Computer Science,4,Male,1.0,42.49,stable,4
STU03032,Riya Verma,Electrical,3,Female,2.3,79.46,declining,4
STU03033,Ishaan Gupta,Electronics,3,Male,18.1,73.98,stable,4
STU03034,Riya Nair,Mechanical,3,Female,12.5,65.84,declining,4
STU03035,Priya Desai,Electrical,2,Female,6.2,63.91,declining,5
STU03036,Priya Joshi,Civil,2,Female,15.3,86.47,stable,4
STU03037,Pooja Singh,Mechanical,3,Female,4.7,88.64,stable,4
STU03038,Radhika Sharma,Electronics,2,Female,0.5,63.35,stable,4
STU03039,Kabir Iyer,Electronics,3,Male,3.1,76.2,declining,5
STU03040,Nikhil Patel,Electrical,5,Male,6.3,79.01,stable,5
STU03041,Radhika Menon,Mechanical,5,Female,11.1,87.39,stable,4
STU03042,Arjun Pillai,Information Technology,5,Male,11.0,90.02,improving,4
STU03043,Neha Kapoor,Electrical,4,Female,20.2,71.74,stable,4
STU03044,Sneha Rao,Information Technology,4,Female,13.6,81.19,improving,4
STU03045,Riya Joshi,Civil,6,Female,13.2,77.56,stable,5
STU03046,Arjun Desai,Electronics,5,Male,14.5,83.38,declining,5
STU03047,Rohan Rao,Computer Science,3,Male,7.8,55.57,declining,5
STU03048,Meera Patel,Civil,2,Female,6.8,78.42,declining,4
STU03049,Neha Pillai,Electronics,5,Female,22.5,80.04,declining,5
STU03050,Aryan Nair,Civil,4,Male,9.3,94.51,stable,5
STU03051,Kavya Pillai,Information Technology,8,Female,12.8,91.42,stable,5
STU03052,Sai Verma,Computer Science,6,Male,4.9,83.44,stable,5
STU03053,Dev Patel,Computer Science,2,Male,8.0,76.64,stable,4
STU03054,Ananya Kapoor,Electrical,8,Female,3.1,93.32,declining,5
STU03055,Anika Singh,Mechanical,6,Female,2.6,87.98,stable,4
STU03056,Divya Rao,Electronics,7,Female,5.4,91.29,stable,5
STU03057,Sai Singh,Electronics,4,Male,18.1,79.23,improving,4
STU03058,Kavya Iyer,Electrical,7,Female,7.5,70.78,stable,4
STU03059,Divya Nair,Mechanical,7,Female,9.3,47.08,improving,4
STU03060,Tanya Gupta,Electrical,1,Female,5.1,94.94,improving,4
STU03061,Arjun Singh,Civil,6,Male,5.9,39.95,improving,5
STU03062,Aryan Rao,Information Technology,1,Male,22.1,40.91,improving,4
STU03063,Priya Nair,Electrical,6,Female,15.7,49.42,improving,5
STU03064,Priya Pillai,Information Technology,6,Female,5.3,69.84,stable,4
STU03065,Ishaan Reddy,Electronics,5,Male,16.5,91.38,improving,4
STU03066,Diya Rao,Civil,7,Female,21.6,91.53,stable,5
STU03067,Yash Menon,Civil,1,Male,13.4,69.97,stable,4
STU03068,Rahul Iyer,Mechanical,5,Male,8.6,91.73,improving,5
STU03069,Priya Joshi,Electrical,7,Female,12.3,85.96,stable,4
STU03070,Diya Rao,Electronics,1,Female,31.4,81.13,declining,4
STU03071,Meera Sharma,Mechanical,3,Female,25.7,60.81,declining,5
STU03072,Tanya Desai,Electrical,7,Female,26.6,61.08,improving,5
STU03073,Vihaan Chatterjee,Civil,4,Male,17.4,88.09,improving,4
STU03074,Tanya Joshi,Electronics,6,Female,30.5,88.6,improving,4
STU03075,Vihaan Chatterjee,Information Technology,3,Male,7.2,46.61,declining,5
STU03076,Ananya Pillai,Computer Science,5,Female,10.8,73.48,stable,4
STU03077,Rahul Reddy,Computer Science,7,Male,6.1,53.5,declining,4
STU03078,Ananya Singh,Civil,8,Female,8.4,59.34,stable,5
STU03079,Diya Singh,Electrical,1,Female,20.4,49.25,stable,5
STU03080,Aryan Gupta,Civil,2,Male,5.9,92.09,declining,5
STU03081,Kavya Nair,Computer Science,6,Female,15.3,49.27,declining,5
STU03082,Arjun Verma,Information Technology,6,Male,4.4,76.15,stable,4
STU03083,Kavya Patel,Mechanical,6,Female,16.7,78.58,declining,4
STU03084,Kabir Kapoor,Computer Science,1,Male,10.3,92.9,stable,5
STU03085,Dev Kapoor,Information Technology,7,Male,2.2,77.66,declining,4
STU03086,Karthik Reddy,Information Technology,7,Male,18.6,76.49,stable,4
STU03087,Radhika Nair,Information Technology,7,Female,14.6,75.91,improving,4
STU03088,Sneha Rao,Computer Science,8,Female,2.5,40.83,stable,4
STU03089,Varun Kumar,Electrical,8,Male,14.8,84.0,improving,5
STU03090,Shreya Pillai,Electrical,4,Female,1.8,96.05,stable,5
STU03091,Riya Chatterjee,Mechanical,7,Female,3.1,64.25,declining,5
STU03092,Priya Pillai,Civil,1,Female,36.9,83.48,declining,5
STU03093,Rohan Chatterjee,Civil,3,Male,3.6,86.84,stable,4
STU03094,Riya Desai,Electrical,4,Female,4.9,77.4,improving,5
STU03095,Rohan Rao,Mechanical,8,Male,7.4,86.03,stable,4
STU03096,Yash Sharma,Mechanical,2,Male,6.5,54.63,declining,5
STU03097,Isha Verma,Electrical,5,Female,20.5,80.12,stable,4
STU03098,Ishaan Menon,Civil,6,Male,0.5,73.71,improving,4
STU03099,Anika Gupta,Mechanical,5,Female,7.8,81.55,improving,4
STU03100,Rohan Iyer,Mechanical,8,Male,22.8,87.12,improving,4
STU03101,Manav Desai,Civil,8,Male,21.8,77.23,declining,5
STU03102,Arjun Nair,Electrical,7,Male,2.3,72.75,stable,4
STU03103,Ananya Desai,Electronics,7,Female,8.1,92.64,stable,5
STU03104,Varun Kapoor,Electrical,7,Male,13.4,86.33,stable,5
STU03105,Kabir Patel,Information Technology,6,Male,22.9,93.66,stable,4
STU03106,Aarav Patel,Electronics,2,Male,23.2,43.46,improving,5
STU03107,Nikhil Reddy,Information Technology,1,Male,1.7,84.0,stable,4
STU03108,Pooja Patel,Computer Science,8,Female,8.3,87.64,stable,4
STU03109,Sneha Iyer,Computer Science,4,Female,10.4,50.02,declining,5
STU03110,Ananya Desai,Civil,6,Female,9.8,74.6,improving,5
STU03111,Isha Gupta,Civil,4,Female,19.9,53.81,improving,5
STU03112,Rahul Gupta,Information Technology,8,Male,18.5,90.6,improving,4
STU03113,Aditya Joshi,Civil,5,Male,4.3,91.88,stable,5
STU03114,Nikhil Patel,Civil,1,Male,6.9,91.14,stable,4
STU03115,Ananya Rao,Electronics,3,Female,6.3,91.43,stable,4
STU03116,Sai Patel,Civil,3,Male,3.8,44.3,stable,5
STU03117,Priya Iyer,Information Technology,2,Female,6.6,82.5,improving,5
STU03118,Aryan Patel,Civil,4,Male,18.3,42.67,stable,5
STU03119,Aryan Gupta,Computer Science,1,Male,14.0,46.04,declining,5
STU03120,Manav Gupta,Civil,2,Male,14.5,64.55,stable,4
STU03121,Rahul Iyer,Information Technology,4,Male,10.5,61.22,stable,5
STU03122,Yash Reddy,Information Technology,4,Male,4.8,58.11,declining,5
STU03123,Aryan Reddy,Mechanical,6,Male,24.6,63.24,stable,4
STU03124,Aryan Rao,Information Technology,1,Male,8.5,72.17,stable,4
STU03125,Ananya Nair,Civil,8,Female,3.3,78.45,stable,5
STU03126,Neha Nair,Computer Science,6,Female,3.5,65.38,declining,4
STU03127,Kabir Kumar,Information Technology,1,Male,29.8,84.17,declining,5
STU03128,Isha Iyer,Mechanical,7,Female,5.5,85.27,declining,5
STU03129,Anika Joshi,Civil,7,Female,11.6,75.89,declining,4
STU03130,Varun Desai,Computer Science,3,Male,5.1,78.58,stable,5
STU03131,Diya Menon,Information Technology,6,Female,28.1,88.03,declining,5
STU03132,Kavya Pillai,Electronics,1,Female,25.8,73.58,stable,4
STU03133,Tanya Verma,Electrical,3,Female,8.6,49.89,improving,5
STU03134,Varun Sharma,Computer Science,2,Male,18.1,40.27,declining,5
STU03135,Isha Joshi,Electrical,8,Female,13.6,57.77,declining,5
STU03136,Karthik Kapoor,Computer Science,1,Male,0.7,44.56,stable,4
STU03137,Nikhil Chatterjee,Information Technology,5,Male,1.6,58.2,improving,4
STU03138,Anika Sharma,Civil,6,Female,13.8,57.02,improving,5
STU03139,Vihaan Kapoor,Information Technology,6,Male,7.8,77.97,improving,4
STU03140,Aarav Menon,Electrical,5,Male,5.7,76.22,stable,5
STU03141,Aarav Gupta,Mechanical,7,Male,10.6,77.13,improving,5
STU03142,Anika Iyer,Information Technology,8,Female,9.3,76.23,improving,5
STU03143,Sai Desai,Electrical,4,Male,3.5,85.88,stable,4
STU03144,Diya Verma,Information Technology,3,Female,12.1,66.18,stable,4
STU03145,Kabir Chatterjee,Electronics,2,Male,9.5,43.69,declining,4
